index,Scrapbs,Screcrapbs,Scbpd,Scsatbpd,Spbpd,Spsatbpd,Scsatlearn,Spsatlearn,Spsceffective_a,Spsceffective_b,Spsceffective_c,Spsceffective_d,Scposcontr,Tscperception_a,Tscperception_b,Tscperception_c,Tscperception_d,Scparinkind,Scsizeinkind,Scparfundraise_a,Scparfundraise_b,Scparfundraise,Scmeettripartite,Scdistrapbs,Spparentsrapbs,Spinviterapbs,Tsatlearn,Pcont_u,Pcont_bar,Pcont_physical,Prap_a,Prap_b,Prap_c,Prapbs,Psatlearnknow,Pknow_scexist,Pknow_scmem,Pmtgrapbs,Pcont,Prap_d
146,0,0,ya,besar,Ya,besar,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,7,8,8,0,,,3000,3000,4,1,Ya,1,2,30000,,0,0.666666667,0.333333333,0.333333333,1.666666667,3,0.333333333,0.333333333,0.333333333,,0.333333333
147,0,0,tidak,kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,,0,2,1,Ya,1,2,15000,,0,0.333333333,0.666666667,0.666666667,2,2.333333333,0.666666667,1,0.333333333,,0.333333333
148,,0,tidak,kurang,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,2,1,Ya,0,3,,,0,0,0.333333333,0,0.333333333,3,1,2.333333333,0,,0
149,0,1,tidak,besar,Tidak,kurang,belum memuaskan,Belum memuaskan,Kurang,Ya,Kurang,Kurang,ya,8,8,8,8,0,,,,0,1,1,Ya,0,3,2000,,0,0,0.333333333,0.333333333,1,1.333333333,0.666666667,0.666666667,0,,0.333333333
150,,0,ya,besar,Tidak,kurang,memuaskan,Memuaskan,Kurang,Ya,Ya,Ya,ya,8,8,8,7,0,,,,0,1,1,Tidak berlaku,1,3,10000,,0,0.333333333,0.333333333,0.333333333,1.333333333,2.666666667,0.666666667,1.333333333,0.333333333,,0.333333333
151,,1,tidak,sangat besar,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,6,0,,,,0,3,0,Ya,0,2,500,,0,0,0.333333333,0,0.333333333,1.333333333,0.666666667,2,0.333333333,,0
152,,0,tidak,kurang,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,9,9,0,,,,0,2,0,Tidak,0,2,,,0,0,0,0,0,2,0.666666667,0.666666667,0,,0
153,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,6,6,5,0,,,25000,25000,1,1,Ya,0,2,1000,,0,1,0.666666667,0.666666667,2.333333333,3,0,0,0,,0
154,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,8,8,8,0,,,,0,1,0,Tidak,1,2,,,0,0.333333333,0,0,0.333333333,1,0.333333333,0.666666667,0,,0
155,,0,tidak,tidak tahu,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,6,6,6,0,,,,0,,1,Tidak,1,3,1000,,0,0,0,0.333333333,0.666666667,2.666666667,0.666666667,1,0.666666667,,0.333333333
156,0,0,tidak,besar,Tidak,besar,memuaskan,Memuaskan,Ya,Kurang,Ya,Ya,ya,10,10,10,9,0,,,,0,2,0,Ya,1,3,,,0,0,0.666666667,0.666666667,1.666666667,2.333333333,0.333333333,0.666666667,0.333333333,,0.333333333
157,,0,ya,besar,Tidak,besar,memuaskan,Memuaskan,,,,,ya,8,9,8,8,0,,,,0,2,0,Ya,0,3,,,0,0.333333333,0.333333333,0.333333333,1,1,0.333333333,1.333333333,0.333333333,,0
158,0,0,tidak,besar,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,6,6,7,0,,,,0,2,0,Ya,1,2,500,,0,0,0.333333333,0.666666667,1.333333333,3,0.666666667,1.666666667,0.333333333,,0.333333333
159,,0,tidak,besar,Tidak,kurang,memuaskan,Belum memuaskan,Kurang,Kurang,Kurang,Ya,ya,10,10,9,8,0,,,,0,2,1,Tidak,1,3,2000,,0,0.666666667,0.333333333,0.666666667,2,3,1,3.333333333,0.666666667,,0.333333333
160,,1,tidak,besar,Ya,besar,memuaskan,Memuaskan,Kurang,Kurang,Kurang,Kurang,ya,7,7,7,6,0,,,,0,4,1,Tidak,1,2,1000,,0,0.333333333,0.666666667,0.333333333,1.333333333,2.666666667,0.666666667,0.666666667,0.333333333,,0
161,,0,ya,besar,Tidak,kurang,memuaskan,Belum memuaskan,Kurang,Ya,Ya,Ya,ya,8,9,10,6,0,,,,0,3,1,Ya,1,2,15000,,0,0.666666667,0.333333333,0.666666667,2,1.333333333,0,0,0.333333333,,0.333333333
162,,0,tidak,kurang,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,0,,,,0,1,0,Tidak berlaku,0,1,,,0,0.666666667,0.333333333,0,1,1.333333333,0,0,0,,0
163,0,0,tidak,tidak tahu,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,10,10,0,,,50000,50000,3,1,Ya,1,3,50000,,0,0.333333333,0,0,0.333333333,1.666666667,0,0,0.333333333,,0
164,,0,ya,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,3,1,Ya,1,2,200,,0,0.666666667,1,1,3.666666667,3,1,2.666666667,1,,1
165,0,0,tidak,tidak tahu,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,9,0,,,,0,3,1,Ya,1,2,,,0,0.333333333,0.666666667,0.666666667,1.666666667,2.666666667,1,1.666666667,0,,0
166,0,1,tidak,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,6,0,,,925000,925000,4,1,Ya,0,2,,,0,0,0.333333333,0.333333333,1,2.666666667,0.666666667,0.666666667,0,,0.333333333
167,0,0,tidak,kurang,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,,0,3,1,Tidak,1,3,10000,,0,1,0.666666667,1,3.333333333,2.333333333,0,0,0.666666667,,0.666666667
168,0,0,tidak,kurang,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,,,,,ya,10,10,10,10,0,,,,0,2,1,Ya,0,2,,,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0,,0
169,0,1,tidak,sangat besar,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,9,9,8,8,0,,,,0,2,0,Tidak,0,3,10500,20000,1,1,1,1,3,3,0.666666667,1.333333333,0.666666667,30500,0
170,0,0,tidak,besar,Tidak,kurang,belum memuaskan,Belum memuaskan,Kurang,Ya,Ya,Ya,ya,9,9,8,6,0,,,,0,1,1,Ya,1,3,2000,,0,0.666666667,0,0,0.666666667,2.666666667,0,0,0,,0
171,,0,ya,sangat kurang,Tidak,kurang,tidak tahu,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,9,9,8,0,,,,0,2,0,Ya,0,2,,,0,0.666666667,0.333333333,0,1,1.666666667,0,0,0.333333333,,0
172,,1,tidak,kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,50000,50000,3,1,Tidak,1,2,,,0,0,0,0,0,3,0,0,0,,0
173,0,0,tidak,besar,Tidak,kurang,memuaskan,Sangat belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,6,0,,,,0,3,1,Tidak,1,2,,,0,1,1,1,3.666666667,3,1,2.333333333,0,,0.666666667
174,0,1,ya,besar,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,9,8,8,1,3,,,0,,0,Tidak,0,2,,,0,1,0.333333333,1,2.333333333,0.666666667,0.333333333,0.333333333,0,,0
175,,0,tidak,kurang,Ya,besar,memuaskan,Memuaskan,Kurang,Ya,Ya,Ya,ya,9,10,10,8,0,,,,0,4,1,Ya,1,2,25000,,0,0,0,0,0,2.666666667,0.333333333,1,0,,0
176,,0,ya,kurang,,,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,9,9,9,8,0,,,,0,1,1,Ya,0,3,,,0,0.333333333,0.666666667,0.333333333,1.666666667,3,0.333333333,0.666666667,0.333333333,,0.333333333
177,,0,,,Tidak,kurang,memuaskan,Memuaskan,Kurang,Kurang,Kurang,Kurang,ya,9,10,10,8,0,,,,0,3,1,Tidak,1,3,500,,0,0,0,0.666666667,0.666666667,2.666666667,0.666666667,1.333333333,0,,0
178,0,1,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,,0,2,1,Tidak,0,3,,,0,0.333333333,0,0.666666667,1,2,0,0,0.333333333,,0
179,0,0,tidak,kurang,Ya,kurang,memuaskan,Memuaskan,Ya,Kurang,Ya,Ya,ya,7,7,7,5,1,3,,,0,2,0,Tidak,0,3,,,0,0,0.333333333,0.333333333,0.666666667,2,0.666666667,1,0.333333333,,0
180,,0,tidak,besar,Tidak,tidak tahu,memuaskan,Sangat memuaskan,Ya,Ya,Ya,Ya,ya,8,9,9,7,0,,,,0,4,0,Ya,0,3,,,0,0,0.666666667,0.666666667,1.333333333,3,0.666666667,1,0.333333333,,0
181,,0,,,,,tidak tahu,Sangat belum memuaskan,,,,,ya,8,8,8,7,0,,,,0,2,0,Tidak,0,2,40000,,0,0.666666667,0,0,0.666666667,3,0.666666667,0.666666667,0.333333333,,0
182,,0,,,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,10,10,8,0,,,,0,,1,Tidak,0,2,,,0,0,0.666666667,1,2,1.333333333,0.666666667,1.333333333,0,,0.333333333
183,,0,tidak,besar,Tidak,kurang,belum memuaskan,Sangat belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,20000,20000,4,1,Ya,1,2,20000,,0,1,1,0.666666667,3.333333333,2.333333333,0.666666667,1.666666667,0.333333333,,0.666666667
184,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,10,10,8,0,,,,0,2,1,Tidak,1,3,,,0,0,0,0.333333333,0.333333333,3,0.666666667,1.666666667,0.333333333,,0
185,,0,tidak,sangat kurang,Ya,kurang,belum memuaskan,Memuaskan,Kurang,Kurang,Kurang,Kurang,tidak,7,6,7,6,0,,,,0,,0,Ya,0,3,2000,,0,1,0,0.666666667,1.666666667,3,0,0,0,,0
186,0,1,tidak,tidak tahu,Ya,tidak tahu,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,200000,200000,12,1,Ya,0,3,3000,,0,0.666666667,1,0.666666667,2.333333333,2.333333333,0.666666667,1.666666667,0.333333333,,0
187,,1,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,7,6,0,,,,0,2,1,Ya,0,3,15000,,0,0.333333333,1,0.333333333,2,3,0.333333333,1.333333333,0.666666667,,0.333333333
188,0,1,tidak,kurang,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,10,8,0,,,,0,4,1,Tidak,0,2,666.6666667,,0,0,0.666666667,0,0.666666667,2,1,1.333333333,0.333333333,,0
189,,0,tidak,besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,9,6,0,,,,0,2,0,Tidak,0,2,1500,,0,0.666666667,0.333333333,0,1,2.666666667,0.333333333,1,0,,0
190,0,1,tidak,kurang,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,2,1,Tidak,1,2,,,0,1,0,0,1,2.666666667,0,0,0.333333333,,0
191,0,0,ya,kurang,Tidak,tidak tahu,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,9,8,8,5,0,,,,0,4,1,Ya,1,3,1000,,0,0.666666667,0.666666667,0.333333333,1.666666667,3,0.666666667,0.666666667,0,,0
192,0,0,tidak,besar,Tidak,kurang,memuaskan,Memuaskan,,,,,ya,10,10,10,10,1,3,,,0,2,1,Ya,0,2,,,0,0.333333333,0.666666667,0.666666667,2,2,0,0,0,,0.333333333
193,0,1,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,0,,,,0,4,1,Ya,0,2,,,0,0.666666667,0.666666667,1,2.333333333,2.333333333,0.333333333,0.666666667,0.666666667,,0
194,1,0,tidak,tidak tahu,Tidak,sangat kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,6,6,6,0,,,,0,2,1,Ya,0,2,,,0,0,0,0,0,2.666666667,0.333333333,0.666666667,0,,0
195,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,6,6,6,5,0,,,,0,1,1,Ya,1,2,,,0,0.666666667,0,0,0.666666667,0,0.333333333,0.666666667,0.333333333,,0
196,,0,ya,besar,Tidak,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,8,6,0,,,,0,2,1,Ya,1,3,5500,,0,0.666666667,0,0.666666667,1.666666667,2.666666667,0,0,0.666666667,,0.333333333
197,,0,tidak,besar,Ya,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,50000,50000,4,1,Ya,1,2,40000,,0,0.333333333,0.333333333,0.666666667,1.666666667,1.333333333,0.666666667,1,0.666666667,,0.333333333
198,0,0,tidak,sangat kurang,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,10,10,10,8,0,,,61000,61000,1,0,Ya,0,2,48000,,0,1,0.666666667,0.666666667,2.333333333,2.333333333,1,1.333333333,0,,0
199,,0,tidak,besar,Tidak,besar,memuaskan,Belum memuaskan,,,,,ya,8,8,8,8,0,,,,0,,0,Tidak,0,2,,,0,0.333333333,0,0,0.333333333,2,0.333333333,0.666666667,0.333333333,,0
200,,0,ya,besar,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,6,0,,,,0,2,1,Ya,1,3,1000,,0,0,0,0,0,3,0.333333333,0.666666667,0,,0
201,,0,tidak,kurang,Tidak,tidak tahu,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,,0,Tidak,0,2,,,0,0.666666667,1,0,1.666666667,2,0.333333333,0.333333333,0.333333333,,0
202,,0,tidak,kurang,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,8,8,7,0,,,,0,3,1,Ya,1,2,,,0,0,0.666666667,1,1.666666667,1,0,0,0,,0
203,,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,9,9,8,6,0,,,,0,1,1,Ya,0,3,30000,,0,0.333333333,1,0.666666667,2.666666667,3,1,2.666666667,0.666666667,,0.666666667
204,,0,tidak,sangat kurang,,,memuaskan,Belum memuaskan,Tidak,Kurang,Ya,Ya,tidak,8,8,9,8,0,,,,0,,1,Tidak,1,3,,,0,0.333333333,0,0,0.333333333,2,0,0,0,,0
205,,0,tidak,kurang,,,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,7,0,,,,0,2,0,Tidak,1,3,,,0,0.666666667,1,0.333333333,2,2.666666667,1,2,0,,0
206,,0,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Kurang,Kurang,Ya,Ya,ya,8,7,9,7,0,,10000,,10000,,0,Tidak,0,2,,,0,0.666666667,0.333333333,0.666666667,1.666666667,2.666666667,0.333333333,0.666666667,0,,0
207,,1,tidak,kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,8,8,0,,,,0,2,0,Tidak,1,2,60000,,0,1,0.666666667,0.666666667,2.333333333,2,0,0,0,,0
208,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,8,8,9,6,0,,,100000,100000,1,1,Ya,1,2,,,0,1,0.333333333,0.666666667,2.333333333,1.666666667,0,0,0,,0.333333333
209,,1,,,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,9,8,7,0,,,,0,,1,Tidak,1,2,,,0,1,0.333333333,0.666666667,2,1.333333333,0,0,0,,0
210,,0,tidak,kurang,Ya,kurang,memuaskan,Belum memuaskan,Kurang,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,,0,Tidak,1,2,,,0,0.333333333,0,0.333333333,0.666666667,2.666666667,0,0,0,,0
211,,0,tidak,besar,Tidak,sangat kurang,belum memuaskan,Memuaskan,Ya,Kurang,Ya,Ya,tidak,8,7,9,4,0,,,,0,1,1,Tidak,1,3,,,0,0.333333333,0.333333333,0.333333333,1,1,0.333333333,0.333333333,0,,0
212,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,7,7,6,5,0,,,,0,,1,Tidak,1,2,1500,,0,0,0,0.666666667,0.666666667,2.666666667,0,0,0,,0
213,,0,tidak,besar,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,6,7,7,6,0,,,,0,,0,Tidak,1,3,,5000,1,1,0.666666667,1,2.666666667,2.333333333,0,0,0,,0
214,,0,tidak,kurang,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,10,8,0,,10000,,10000,2,1,Ya,1,2,,,0,1,1,1,3.333333333,2.666666667,0,0,0.666666667,,0.333333333
215,,0,tidak,tidak tahu,Tidak,kurang,belum memuaskan,Memuaskan,Ya,Ya,Ya,Ya,tidak,9,9,9,8,1,3,,,0,1,0,Ya,0,2,,,0,0,0,0,0,3,0,0,0,,0
216,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Tidak,Ya,Ya,ya,10,10,10,8,0,,,,0,,1,Tidak,1,3,,,0,0,0,0,0,2.333333333,0,0,0,,0
217,,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,,,,,ya,8,8,8,7,0,,,25000,25000,,0,Tidak,0,2,,,0,0.333333333,0.333333333,0.666666667,1.666666667,2.666666667,0,0,0,,0.333333333
218,,0,tidak,sangat kurang,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,0,0,1,1,Tidak berlaku,1,2,,,0,0,0.333333333,0.333333333,0.666666667,2.333333333,0.333333333,0.333333333,0,,0
219,,0,tidak,besar,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,10,10,10,1,3,,1700000,1700000,1,1,Ya,1,3,10000,,0,0.666666667,1,1,3,3.333333333,0.666666667,0.666666667,0.666666667,,0.333333333
220,0,0,tidak,besar,Tidak,besar,memuaskan,Belum memuaskan,Kurang,Kurang,Ya,Ya,ya,10,10,10,6,1,3,,6000000,6000000,5,1,Tidak,1,2,,,0,0.666666667,0,0.666666667,2,2.333333333,1,1.333333333,1,,0.666666667
221,,0,tidak,kurang,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,1,3,,0,0,1,1,Tidak,0,2,6500,,0,1,0.666666667,0.666666667,3.333333333,2.333333333,0.666666667,0.666666667,0.666666667,,1
222,0,0,tidak,besar,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,10,8,0,,,,0,2,0,Ya,1,2,,,0,0.333333333,0,0,0.333333333,2,0,0,0,,0
223,,0,tidak,besar,Tidak,tidak tahu,memuaskan,Memuaskan,,,,,tidak,10,10,9,8,0,,,,0,1,1,Tidak,0,2,,,0,0.666666667,0.666666667,0.666666667,2.666666667,2.666666667,0.666666667,2,0,,0.666666667
224,0,0,ya,besar,Tidak,kurang,memuaskan,Belum memuaskan,Kurang,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,1,1,Tidak,0,3,,,0,1,0.333333333,0,1.333333333,2.333333333,0,0,0,,0
225,,0,tidak,sangat kurang,Tidak,tidak tahu,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,7,8,7,6,0,,,,0,1,0,Tidak,1,2,2000,,0,0.333333333,0.666666667,0.333333333,1.333333333,1,0,0,0.333333333,,0
226,,0,tidak,kurang,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,8,8,8,0,,,,0,,0,Tidak,1,2,,,0,0.666666667,0.333333333,0.666666667,1.666666667,2,0.666666667,1.333333333,0,,0
227,1,1,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,0,,,,0,2,1,Ya,1,3,2000,,0,0,0,0.666666667,0.666666667,2.666666667,0.666666667,1.333333333,0,,0
228,0,0,ya,besar,Tidak,besar,memuaskan,Memuaskan,,,,,ya,8,7,9,8,1,3,1500,,1500,3,1,Tidak,0,2,,,0,0.666666667,0,0,0.666666667,0.666666667,0,0,0,,0
229,,1,tidak,sangat kurang,Tidak,tidak tahu,memuaskan,Memuaskan,,,,,ya,8,7,8,8,0,,,,0,2,1,Tidak,0,3,,,0,0.666666667,0.333333333,0.333333333,1.333333333,3,0.666666667,1.333333333,0.333333333,,0
230,1,0,ya,besar,Tidak,tidak tahu,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,8,8,1,0,,,0,0,2,1,Ya,1,3,1000,,0,1,0.333333333,0.666666667,2.666666667,2,0,0,1,,0.666666667
231,,0,ya,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,5,0,,,35000,35000,2,1,Ya,0,3,,,0,0.666666667,0.333333333,0.666666667,1.666666667,2,0.666666667,1.666666667,0.333333333,,0
232,,0,tidak,sangat kurang,Ya,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,,0,1,1,Ya,1,3,2000,,0,1,1,0.666666667,3.333333333,2.333333333,1,2,0.666666667,,0.666666667
233,0,0,tidak,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,10,0,,,0,0,,1,Tidak,1,2,,9000,1,1,1,0,2,3,0.333333333,0.666666667,0.333333333,,0
234,,0,tidak,kurang,Ya,sangat kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,25000,25000,,0,Ya,1,3,,,0,1,1,0,2,2,0,0,0.333333333,,0
235,,0,,,,,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,8,7,8,7,0,,5000,,5000,2,1,Tidak,1,3,,,0,1,0.666666667,0,1.666666667,1.666666667,0.666666667,0.666666667,0,,0
236,0,0,ya,besar,Ya,besar,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,10,10,10,8,1,3,,50000,50000,1,0,Tidak,0,3,,,0,1,1,0.333333333,2.333333333,2,0.666666667,1.666666667,0,,0
237,,0,,,,,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,8,7,7,0,,,5000,5000,4,0,Tidak,1,3,,,0,1,0.333333333,0.333333333,1.666666667,2,0.666666667,0.666666667,0.666666667,,0
238,,0,,,,,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,0,,0,1,1,Tidak,1,3,,,0,1,1,0.666666667,2.666666667,2,0.666666667,0.666666667,0,,0
239,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,125000,125000,2,1,Tidak,1,3,10500,10000,1,1,1,0,2,2.666666667,0.666666667,1,0,20500,0
240,,0,tidak,sangat kurang,Tidak,tidak tahu,memuaskan,Memuaskan,Kurang,Kurang,Ya,Ya,tidak,9,8,9,7,0,,,100000,100000,2,1,Tidak,1,3,5000,,0,1,1,0.666666667,3,1.666666667,0.666666667,0.666666667,0.333333333,,0.333333333
241,,0,tidak,sangat kurang,Tidak,kurang,memuaskan,Belum memuaskan,,,,,ya,9,9,9,9,0,,,,0,4,0,Tidak,0,3,10000,,0,0.666666667,1,0.333333333,2,2.666666667,0.333333333,0.333333333,0,,0
242,,0,ya,kurang,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,7,7,7,0,,,,0,1,0,Tidak,1,2,,,0,0,0.333333333,0.333333333,0.666666667,2.333333333,0.666666667,1.333333333,0.333333333,,0
243,0,0,tidak,kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,6,0,,,50000,50000,3,0,Tidak,0,2,,,0,0.666666667,0,0.333333333,1,1,1,2.333333333,0.333333333,,0
244,,0,tidak,sangat kurang,Tidak,tidak tahu,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,6,7,7,6,0,,,,0,1,1,Tidak,1,2,,,0,0,0,0.333333333,0.333333333,1.666666667,0,0,0,,0
245,,0,tidak,sangat kurang,Tidak,sangat kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,7,0,,,,0,2,1,Ya,0,2,,,0,0.666666667,0,0.333333333,1,2,0.666666667,1.333333333,0.333333333,,0
246,,0,tidak,kurang,Tidak,kurang,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,8,7,0,,,,0,2,1,Ya,0,3,,,0,0.666666667,0.333333333,0.333333333,1.333333333,1.666666667,0,0,0,,0
247,0,0,tidak,sangat kurang,Tidak,kurang,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,7,0,,,,0,2,0,Tidak,1,3,,,0,1,0,0.333333333,1.333333333,2.333333333,0.333333333,0.333333333,0.666666667,,0
248,,1,tidak,besar,Tidak,kurang,memuaskan,Memuaskan,Ya,Kurang,Ya,Ya,ya,10,10,9,8,0,,,50000,50000,1,0,Tidak,0,3,,,0,1,0.666666667,0.666666667,2.333333333,3,0.666666667,1.333333333,1,,0
249,0,0,tidak,besar,Tidak,sangat kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,6,6,6,5,0,,,,0,1,0,Tidak,1,2,,,0,1,0,0.333333333,1.333333333,1.666666667,0.333333333,1,0.333333333,,0
250,,0,tidak,sangat kurang,Tidak,besar,memuaskan,Memuaskan,Kurang,Kurang,Ya,Ya,ya,8,8,8,6,1,3,,,0,1,0,Tidak,1,2,,,0,1,0,0,1,2.333333333,0.333333333,1,0,,0
251,1,0,tidak,sangat besar,Tidak,kurang,memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,ya,8,8,8,8,0,,,,0,1,1,Ya,1,2,,,0,0,0,0.333333333,0.333333333,1.666666667,0.333333333,0.333333333,0,,0
252,,0,tidak,sangat kurang,Tidak,besar,memuaskan,Memuaskan,Ya,Ya,Ya,Ya,ya,7,7,7,6,0,,,,0,1,0,Tidak,1,3,,,0,0.333333333,0,0,0.333333333,2.666666667,0,0,0,,0
253,,0,tidak,sangat kurang,Tidak,besar,belum memuaskan,Belum memuaskan,Ya,Ya,Ya,Ya,tidak,7,7,8,8,0,,,,0,1,1,Tidak,0,2,,,0,0.666666667,0,0.666666667,1.333333333,2,0,0,0.333333333,,0
