tweet_id,timestamp,source,name,image_url,total_image,predicted1_as,p1_confidence,p1_dog,likes_count,retweet_count,tweet_url,dog_stage,rating
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,Malamute,0.8124819999999999,True,20626.0,4012.0,https://twitter.com/dog_rates/status/885167619883638784,,1.3
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian Greyhound,0.259916,True,72677.0,16609.0,https://twitter.com/dog_rates/status/884925521741709313,,1.2
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,Chow,0.822103,True,26221.0,5129.0,https://twitter.com/dog_rates/status/884876753390489601,,1.3
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,Pug,0.5464060000000001,True,22889.0,4311.0,https://twitter.com/dog_rates/status/884562892145688576,,1.3
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,25512.0,5218.0,https://twitter.com/dog_rates/status/884441805382717440,,1.4
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German Shepherd,0.707046,True,19222.0,2744.0,https://twitter.com/dog_rates/status/884162670584377345,doggo,1.2
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,20581.0,3152.0,https://twitter.com/dog_rates/status/883838122936631299,,1.2
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,Golden Retriever,0.943082,True,43183.0,9066.0,https://twitter.com/dog_rates/status/883482846933004288,,0.5
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,Chow,0.987997,True,21370.0,3398.0,https://twitter.com/dog_rates/status/883360690899218434,floofer,1.3
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,Golden Retriever,0.949562,True,34962.0,6089.0,https://twitter.com/dog_rates/status/883117836046086144,,1.3
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,1,Eskimo Dog,0.466778,True,22516.0,3568.0,https://twitter.com/dog_rates/status/882992080364220416,,1.3
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador Retriever,0.85005,True,26639.0,4486.0,https://twitter.com/dog_rates/status/882762694511734784,pupper,1.2
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,26371.0,5578.0,https://twitter.com/dog_rates/status/882627270321602560,,1.3
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,Golden Retriever,0.762211,True,42250.0,10622.0,https://twitter.com/dog_rates/status/882268110199369728,,1.3
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,1,Web Site,0.949591,False,27625.0,4489.0,https://twitter.com/dog_rates/status/882045870035918850,,1.3
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,1,Weimaraner,0.291539,True,22929.0,3115.0,https://twitter.com/dog_rates/status/881906580714921986,,1.2
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,47716.0,9802.0,https://twitter.com/dog_rates/status/881666595344535552,,1.3
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,1,Samoyed,0.281463,True,46597.0,14659.0,https://twitter.com/dog_rates/status/881536004380872706,pupper,1.4
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,1,Tusker,0.473303,False,21893.0,4828.0,https://twitter.com/dog_rates/status/881268444196462592,,1.2
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,1,Street Sign,0.251801,False,16084.0,2558.0,https://twitter.com/dog_rates/status/880935762899988482,,1.3
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,20060.0,3516.0,https://twitter.com/dog_rates/status/880872448815771648,,1.2
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,Golden Retriever,0.913255,True,26858.0,5722.0,https://twitter.com/dog_rates/status/880465832366813184,,1.2
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,1,Chihuahua,0.238525,True,25436.0,3820.0,https://twitter.com/dog_rates/status/880221127280381952,,1.2
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,Miniature Pinscher,0.120298,True,26049.0,3988.0,https://twitter.com/dog_rates/status/880095782870896641,,1.1
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,Basset,0.813507,True,21075.0,3213.0,https://twitter.com/dog_rates/status/879862464715927552,,1.3
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,1,German Short-Haired Pointer,0.479896,True,22132.0,2927.0,https://twitter.com/dog_rates/status/879492040517615616,,1.2
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English Springer,0.383404,True,99729.0,40768.0,https://twitter.com/dog_rates/status/879415818425184262,,1.3
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,1,Tricycle,0.663601,False,15849.0,2869.0,https://twitter.com/dog_rates/status/879376492567855104,,1.2
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,1,Tabby,0.311861,False,21251.0,4307.0,https://twitter.com/dog_rates/status/879050749262655488,,1.1
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,Vizsla,0.960513,True,17906.0,2470.0,https://twitter.com/dog_rates/status/879008229531029506,,1.3
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian Greyhound,0.734684,True,18267.0,3757.0,https://twitter.com/dog_rates/status/878776093423087618,puppo,1.3
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,Basset,0.32042,True,7291.0,1182.0,https://twitter.com/dog_rates/status/878281511006478336,,1.3
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French Bulldog,0.839097,True,39723.0,6248.0,https://twitter.com/dog_rates/status/878057613040115712,,1.4
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake Bay Retriever,0.8379559999999999,True,74818.0,17439.0,https://twitter.com/dog_rates/status/877736472329191424,,1.3
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,1,Basset,0.995368,True,21435.0,3502.0,https://twitter.com/dog_rates/status/877556246731214848,,1.2
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,25862.0,4781.0,https://twitter.com/dog_rates/status/877316821321428993,,1.3
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,25593.0,5141.0,https://twitter.com/dog_rates/status/877201837425926144,,1.2
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,Bloodhound,0.575751,True,19527.0,3066.0,https://twitter.com/dog_rates/status/876838120628539392,pupper,1.2
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,Golden Retriever,0.874566,True,17727.0,2186.0,https://twitter.com/dog_rates/status/876484053909872640,,1.3
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese Mountain Dog,0.534327,True,26438.0,4301.0,https://twitter.com/dog_rates/status/876120275196170240,,1.3
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador Retriever,0.799551,True,23782.0,3934.0,https://twitter.com/dog_rates/status/875747767867523072,,1.3
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,1,Siberian Husky,0.245048,True,20708.0,4527.0,https://twitter.com/dog_rates/status/875144289856114688,,1.3
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West Highland White Terrier,0.7143189999999999,True,24095.0,4353.0,https://twitter.com/dog_rates/status/875021211251597312,,1.2
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador Retriever,0.836052,True,26287.0,4273.0,https://twitter.com/dog_rates/status/874680097055178752,,1.2
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,Cocker Spaniel,0.437216,True,24639.0,3789.0,https://twitter.com/dog_rates/status/874296783580663808,pupper,1.3
874057562936811520,2017-06-12 00:15:36+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,Flat-Coated Retriever,0.8321770000000001,True,21483.0,3670.0,https://twitter.com/dog_rates/status/874057562936811520,,1.2
874012996292530176,2017-06-11 21:18:31+00:00,Twitter for iPhone,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,32490.0,9487.0,https://twitter.com/dog_rates/status/874012996292530176,puppo,1.3
873580283840344065,2017-06-10 16:39:04+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,True,22918.0,3627.0,https://twitter.com/dog_rates/status/873580283840344065,,1.3
873213775632977920,2017-06-09 16:22:42+00:00,Twitter for iPhone,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,Vizsla,0.6197819999999999,True,6790.0,1473.0,https://twitter.com/dog_rates/status/873213775632977920,pupper,1.2
872967104147763200,2017-06-09 00:02:31+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador Retriever,0.476913,True,25864.0,5019.0,https://twitter.com/dog_rates/status/872967104147763200,doggo,1.2
872820683541237760,2017-06-08 14:20:41+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,Pug,0.99912,True,13973.0,3442.0,https://twitter.com/dog_rates/status/872820683541237760,,1.3
872620804844003328,2017-06-08 01:06:27+00:00,Twitter for iPhone,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,Cocker Spaniel,0.513191,True,19640.0,3381.0,https://twitter.com/dog_rates/status/872620804844003328,,1.3
872486979161796608,2017-06-07 16:14:40+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,38632.0,8370.0,https://twitter.com/dog_rates/status/872486979161796608,,1.2
872122724285648897,2017-06-06 16:07:15+00:00,Twitter for iPhone,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,1,Basketball,0.808396,False,32570.0,7505.0,https://twitter.com/dog_rates/status/872122724285648897,,1.2
871879754684805121,2017-06-06 00:01:46+00:00,Twitter for iPhone,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland Sheepdog,0.969171,True,35708.0,10219.0,https://twitter.com/dog_rates/status/871879754684805121,,1.3
871762521631449091,2017-06-05 16:15:56+00:00,Twitter for iPhone,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador Retriever,0.921393,True,19201.0,3238.0,https://twitter.com/dog_rates/status/871762521631449091,pupper,1.2
871515927908634625,2017-06-04 23:56:03+00:00,Twitter for iPhone,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,2,Komondor,0.974781,True,19149.0,3228.0,https://twitter.com/dog_rates/status/871515927908634625,doggo,1.2
871032628920680449,2017-06-03 15:55:36+00:00,Twitter for iPhone,Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,1,Kelpie,0.3980530000000001,True,21603.0,3559.0,https://twitter.com/dog_rates/status/871032628920680449,,1.3
870804317367881728,2017-06-03 00:48:22+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,1,Home Theater,0.16829000000000002,False,31974.0,5758.0,https://twitter.com/dog_rates/status/870804317367881728,,1.1
870656317836468226,2017-06-02 15:00:16+00:00,Twitter for iPhone,Cody,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,0.945495,True,11763.0,2458.0,https://twitter.com/dog_rates/status/870656317836468226,,1.3
870374049280663552,2017-06-01 20:18:38+00:00,Twitter for iPhone,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,Golden Retriever,0.841001,True,78905.0,24651.0,https://twitter.com/dog_rates/status/870374049280663552,,1.3
870308999962521604,2017-06-01 16:00:09+00:00,Twitter for iPhone,Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater Swiss Mountain Dog,0.6227520000000001,True,20840.0,3867.0,https://twitter.com/dog_rates/status/870308999962521604,,1.3
870063196459192321,2017-05-31 23:43:25+00:00,Twitter for iPhone,Clifford,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,1,Comic Book,0.534409,False,34793.0,7756.0,https://twitter.com/dog_rates/status/870063196459192321,,1.4
869772420881756160,2017-05-31 04:27:59+00:00,Twitter for iPhone,Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,True,40490.0,9427.0,https://twitter.com/dog_rates/status/869772420881756160,,1.3
869702957897576449,2017-05-30 23:51:58+00:00,Twitter for iPhone,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,0.993449,True,26911.0,5888.0,https://twitter.com/dog_rates/status/869702957897576449,,1.3
869596645499047938,2017-05-30 16:49:31+00:00,Twitter for iPhone,Scout,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,1,Chihuahua,0.955156,True,15227.0,2921.0,https://twitter.com/dog_rates/status/869596645499047938,doggo,1.2
869227993411051520,2017-05-29 16:24:37+00:00,Twitter for iPhone,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,1,Pembroke,0.664181,True,19461.0,3537.0,https://twitter.com/dog_rates/status/869227993411051520,,1.3
868880397819494401,2017-05-28 17:23:24+00:00,Twitter for iPhone,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,1,Laptop,0.153718,False,62410.0,13490.0,https://twitter.com/dog_rates/status/868880397819494401,,1.4
868622495443632128,2017-05-28 00:18:35+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,1,Labrador Retriever,0.868107,True,25458.0,4962.0,https://twitter.com/dog_rates/status/868622495443632128,,1.3
868552278524837888,2017-05-27 19:39:34+00:00,Twitter for iPhone,Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,1,Whippet,0.378151,True,9619.0,1942.0,https://twitter.com/dog_rates/status/868552278524837888,,1.2
867900495410671616,2017-05-26 00:29:37+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,1,Labrador Retriever,0.522644,True,23112.0,3919.0,https://twitter.com/dog_rates/status/867900495410671616,,1.2
867774946302451713,2017-05-25 16:10:44+00:00,Twitter for iPhone,Harold,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,2,Border Collie,0.661953,True,32460.0,6899.0,https://twitter.com/dog_rates/status/867774946302451713,,1.3
867421006826221569,2017-05-24 16:44:18+00:00,Twitter for iPhone,Shikha,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,1,Eskimo Dog,0.6164569999999999,True,15373.0,2336.0,https://twitter.com/dog_rates/status/867421006826221569,puppo,1.2
867051520902168576,2017-05-23 16:16:06+00:00,Twitter for iPhone,,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,1,Samoyed,0.471403,True,30807.0,7397.0,https://twitter.com/dog_rates/status/867051520902168576,,1.3
866686824827068416,2017-05-22 16:06:55+00:00,Twitter for iPhone,Lili,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,1,Flat-Coated Retriever,0.51473,True,18461.0,3276.0,https://twitter.com/dog_rates/status/866686824827068416,,1.2
